Office,Parish,Ward,Precinct,"Kamala D. Harris, Tim Walz Democratic (DEM)","Jill Stein, Ajamu Baraka Green (GRN)","Chase Oliver, Mike ter Maat Libertarian (LBT)","Donald J. Trump, ""JD"" Vance Republican (REP)","Peter Sonski, Lauren Onak American Solidarity Party (OTH)","Randall Terry, Stephen Broden Constitution Party (OTH)","Mattie Preston, Shannel Conner Godliness, Truth, Justice (OTH)","Cornel West, Melina Abdullah Justice For All (OTH)","Claudia de la Cruz, Karina Garcia Socialism and Liberation (OTH)","Rachele Fruit, Dennis Richter Socialist Workers Party (OTH)","Robert F. Kennedy, Jr., Nicole Shanahan We The People (OTH)"
"Presidential Electors","Ouachita","00","48","34","0","2","242","0","0","0","0","0","0","1"
"Presidential Electors","Ouachita","00","49","10","2","0","245","0","0","0","0","0","0","2"
"Presidential Electors","Ouachita","00","50","48","0","0","240","1","0","0","0","0","0","2"
"Presidential Electors","Ouachita","00","51","21","1","1","437","0","0","0","0","0","0","2"
"Presidential Electors","Ouachita","00","51A","38","3","0","353","0","1","0","0","0","0","0"
"Presidential Electors","Ouachita","00","52","48","0","0","475","0","0","0","1","0","0","0"
"Presidential Electors","Ouachita","00","52A","49","0","0","265","0","0","0","0","0","0","1"
"Presidential Electors","Ouachita","00","53","41","0","0","375","0","1","1","0","0","0","1"
"Presidential Electors","Ouachita","00","54","82","0","2","595","0","1","0","0","0","1","1"
"Presidential Electors","Ouachita","00","55","74","2","1","666","1","1","0","0","0","0","3"
"Presidential Electors","Ouachita","00","56","38","0","1","440","2","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","56A","24","0","0","298","0","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","57","44","1","1","743","1","1","0","0","0","0","2"
"Presidential Electors","Ouachita","00","58","31","0","0","493","0","1","0","0","0","0","0"
"Presidential Electors","Ouachita","00","59","120","0","3","111","0","0","0","1","0","0","4"
"Presidential Electors","Ouachita","00","60","187","4","0","166","0","0","2","0","0","0","2"
"Presidential Electors","Ouachita","00","61","79","2","6","190","0","0","0","0","0","1","2"
"Presidential Electors","Ouachita","00","62","129","1","0","80","0","0","0","0","0","0","1"
"Presidential Electors","Ouachita","00","63","144","7","2","105","0","0","0","0","0","1","4"
"Presidential Electors","Ouachita","00","64","47","2","2","127","0","3","1","2","0","0","0"
"Presidential Electors","Ouachita","00","65","41","0","0","9","0","0","0","1","0","0","1"
"Presidential Electors","Ouachita","00","65A","116","1","0","8","0","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","66","201","2","1","26","0","1","0","1","0","0","2"
"Presidential Electors","Ouachita","00","67","59","1","2","32","0","0","0","0","0","0","3"
"Presidential Electors","Ouachita","00","68","165","2","0","39","0","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","69","254","1","1","11","0","1","0","1","0","0","0"
"Presidential Electors","Ouachita","00","70","162","0","0","17","0","0","2","0","0","0","0"
"Presidential Electors","Ouachita","00","71","76","2","2","272","0","0","0","0","0","0","3"
"Presidential Electors","Ouachita","00","72","133","2","1","205","0","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","73","184","1","0","69","0","0","1","0","1","0","0"
"Presidential Electors","Ouachita","00","74","198","2","0","12","0","0","0","0","0","0","0"
"Presidential Electors","Ouachita","00","75","94","4","2","480","0","0","2","0","0","0","3"
"Presidential Electors","Ouachita","00","76","131","0","4","183","1","1","1","1","0","0","1"
"Presidential Electors","Ouachita","00","77","134","0","2","283","2","1","2","0","2","0","3"
"Presidential Electors","Ouachita","00","78","82","2","1","105","2","0","0","1","1","0","2"
"Presidential Electors","Ouachita","00","79","302","2","0","22","1","0","0","0","0","0","3"
"Presidential Electors","Ouachita","Early Voting","","11324","34","47","22897","15","13","44","29","9","5","69"
"Presidential Electors","Ouachita","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Plaquemines","01","1","83","1","0","118","0","0","0","0","1","0","0"
"Presidential Electors","Plaquemines","01","2","134","1","0","31","0","1","0","0","0","0","0"
"Presidential Electors","Plaquemines","01","3","203","2","2","15","0","0","0","1","0","0","0"
"Presidential Electors","Plaquemines","02","1","116","2","2","370","0","1","1","0","0","0","3"
"Presidential Electors","Plaquemines","03","1","65","4","3","339","0","1","0","0","2","0","1"
"Presidential Electors","Plaquemines","04","1","74","0","1","290","0","0","0","0","0","0","1"
"Presidential Electors","Plaquemines","05","1","67","1","1","308","0","0","0","0","1","0","1"
"Presidential Electors","Plaquemines","05","1A","16","0","0","89","0","0","0","0","0","0","0"
"Presidential Electors","Plaquemines","06","1","31","0","0","50","0","0","0","0","0","0","0"
"Presidential Electors","Plaquemines","06","1A","35","1","0","25","0","0","0","0","0","0","2"
"Presidential Electors","Plaquemines","06","2","62","1","0","124","0","0","0","0","0","0","2"
"Presidential Electors","Plaquemines","07","1","40","0","0","28","0","0","0","0","1","0","0"
"Presidential Electors","Plaquemines","07","2","310","0","1","70","1","1","1","1","0","0","0"
"Presidential Electors","Plaquemines","08","1","123","1","0","176","0","0","1","0","0","0","5"
"Presidential Electors","Plaquemines","08","2","33","2","0","91","0","0","0","0","0","0","3"
"Presidential Electors","Plaquemines","09","1","44","1","0","185","1","0","1","1","0","0","0"
"Presidential Electors","Plaquemines","09","2","65","0","0","153","0","0","0","0","0","0","1"
"Presidential Electors","Plaquemines","Early Voting","","1522","11","11","4341","3","6","3","5","1","0","14"
"Presidential Electors","Plaquemines","Provisional Votes","","0","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Pointe Coupee","00","01","49","1","1","185","0","0","0","0","0","0","1"
"Presidential Electors","Pointe Coupee","00","02","239","2","1","227","1","0","1","0","1","0","0"
"Presidential Electors","Pointe Coupee","00","04","8","0","0","26","0","0","0","0","0","0","0"
"Presidential Electors","Pointe Coupee","00","06","63","0","1","135","1","0","1","0","0","0","2"
"Presidential Electors","Pointe Coupee","00","07","77","0","0","133","0","0","0","0","0","0","1"
"Presidential Electors","Pointe Coupee","00","07A","65","0","0","12","0","0","0","0","0","0","0"
"Presidential Electors","Pointe Coupee","00","08","205","1","0","51","1","0","1","1","0","0","1"
"Presidential Electors","Pointe Coupee","00","08A","398","1","1","33","0","0","1","0","0","0","1"
"Presidential Electors","Pointe Coupee","00","09","78","0","0","220","2","0","0","0","1","0","1"
"Presidential Electors","Pointe Coupee","00","09A","36","0","1","22","0","0","0","0","0","0","0"
"Presidential Electors","Pointe Coupee","00","10","33","0","2","76","0","0","0","0","0","0","0"
"Presidential Electors","Pointe Coupee","00","11","151","1","0","25","1","0","0","0","1","0","0"
"Presidential Electors","Pointe Coupee","00","12","115","0","2","250","0","0","0","0","0","0","1"
"Presidential Electors","Pointe Coupee","00","13","154","1","1","263","1","0","0","1","0","0","0"
"Presidential Electors","Pointe Coupee","00","13B","4","1","0","27","0","0","0","0","0","0","2"
"Presidential Electors","Pointe Coupee","00","14","36","3","0","148","0","0","1","0","0","0","1"
"Presidential Electors","Pointe Coupee","00","14A","28","1","0","142","0","0","1","0","0","0","1"
"Presidential Electors","Pointe Coupee","00","15","52","1","0","362","1","0","0","0","0","0","2"
"Presidential Electors","Pointe Coupee","00","16","66","0","0","167","0","0","0","0","0","0","0"
"Presidential Electors","Pointe Coupee","00","16B","2","0","0","36","0","0","0","0","0","0","0"
"Presidential Electors","Pointe Coupee","00","17","122","1","2","476","2","1","0","0","1","0","3"
"Presidential Electors","Pointe Coupee","00","17A","21","0","0","230","0","0","1","0","0","0","1"
"Presidential Electors","Pointe Coupee","00","18","74","2","2","467","1","1","1","0","0","0","1"
"Presidential Electors","Pointe Coupee","00","19","72","1","1","254","0","0","0","0","0","0","3"
"Presidential Electors","Pointe Coupee","00","20","100","0","0","179","0","0","0","0","0","0","1"
"Presidential Electors","Pointe Coupee","Early Voting","","1884","3","6","3173","0","3","6","3","0","1","15"
"Presidential Electors","Pointe Coupee","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C01","47","0","0","7","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C02","138","0","1","7","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C03","201","2","0","10","0","0","0","1","0","0","0"
"Presidential Electors","Rapides","00","C04 AK","212","1","0","9","1","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","C04 LZ","170","0","0","8","0","0","1","1","0","0","0"
"Presidential Electors","Rapides","00","C05","175","1","0","23","0","0","0","1","1","0","1"
"Presidential Electors","Rapides","00","C06","286","1","0","5","0","0","4","1","1","0","0"
"Presidential Electors","Rapides","00","C07","158","0","0","8","0","0","1","0","0","1","1"
"Presidential Electors","Rapides","00","C08","93","0","0","2","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C09","119","0","0","3","0","0","0","0","1","0","0"
"Presidential Electors","Rapides","00","C10","106","0","0","8","0","1","0","0","0","0","0"
"Presidential Electors","Rapides","00","C11A","55","0","0","4","0","0","1","0","0","0","0"
"Presidential Electors","Rapides","00","C11B","94","1","0","5","0","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","C13 AK","180","1","3","81","1","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","C13 LZ","181","0","0","85","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C14","75","0","0","54","0","0","0","0","0","0","3"
"Presidential Electors","Rapides","00","C15","301","2","1","50","0","1","3","0","1","0","2"
"Presidential Electors","Rapides","00","C17","132","0","1","126","0","0","0","0","0","0","3"
"Presidential Electors","Rapides","00","C18","132","3","2","106","0","0","0","0","0","0","2"
"Presidential Electors","Rapides","00","C19","125","1","1","59","0","1","1","0","0","0","2"
"Presidential Electors","Rapides","00","C20","232","3","1","28","0","0","1","0","0","0","0"
"Presidential Electors","Rapides","00","C21 AK","236","0","1","72","0","0","1","1","0","0","0"
"Presidential Electors","Rapides","00","C21 LZ","217","0","0","45","0","0","2","1","0","0","1"
"Presidential Electors","Rapides","00","C22","15","0","0","109","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C23","33","0","1","234","1","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C24","172","0","0","94","0","0","2","0","0","0","3"
"Presidential Electors","Rapides","00","C25","192","3","1","124","1","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","C26","92","2","2","128","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C27","126","0","2","118","1","0","0","0","0","0","1"
"Presidential Electors","Rapides","00","C28","135","1","1","58","0","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","C30","107","3","2","202","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C31","95","3","0","191","1","0","0","0","0","0","3"
"Presidential Electors","Rapides","00","C32","119","4","0","185","1","0","1","0","0","0","2"
"Presidential Electors","Rapides","00","C33","104","2","1","220","1","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","C34","58","0","3","174","0","0","0","0","0","0","1"
"Presidential Electors","Rapides","00","C35","49","0","0","163","1","0","0","0","0","0","2"
"Presidential Electors","Rapides","00","C36 AK","80","2","2","228","1","0","1","1","0","0","4"
"Presidential Electors","Rapides","00","C36 LZ","65","2","3","231","3","0","0","1","0","0","2"
"Presidential Electors","Rapides","00","C37A","118","1","4","607","1","1","0","0","0","0","3"
"Presidential Electors","Rapides","00","C37B","57","2","0","226","0","0","0","0","0","0","1"
"Presidential Electors","Rapides","00","C38A","61","0","0","42","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","C38B","169","2","2","217","0","0","0","1","0","0","2"
"Presidential Electors","Rapides","00","C39","74","0","0","45","1","1","1","0","0","0","0"
"Presidential Electors","Rapides","00","C40","113","0","0","41","0","0","1","0","0","0","0"
"Presidential Electors","Rapides","00","C41","143","4","1","356","0","3","1","1","1","0","1"
"Presidential Electors","Rapides","00","C42","119","8","2","405","0","1","2","0","0","0","2"
"Presidential Electors","Rapides","00","N01","31","0","0","38","0","0","0","0","1","0","1"
"Presidential Electors","Rapides","00","N02","104","1","2","57","0","0","0","1","0","0","0"
"Presidential Electors","Rapides","00","N03","120","0","0","110","0","0","0","0","3","0","1"
"Presidential Electors","Rapides","00","N04","99","1","0","60","0","0","0","2","0","0","0"
"Presidential Electors","Rapides","00","N05","77","1","2","194","1","2","0","1","0","0","1"
"Presidential Electors","Rapides","00","N06","97","1","3","274","1","0","0","0","0","0","2"
"Presidential Electors","Rapides","00","N07","14","0","0","59","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","N08 AK","61","0","0","97","0","0","0","0","0","0","1"
"Presidential Electors","Rapides","00","N08 LZ","54","2","1","89","0","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","N09","73","2","0","130","0","0","0","1","0","0","1"
"Presidential Electors","Rapides","00","N10 AK","62","0","2","171","0","0","1","0","0","0","0"
"Presidential Electors","Rapides","00","N10 LZ","53","0","4","234","0","0","0","0","0","0","1"
"Presidential Electors","Rapides","00","N11","35","3","0","139","0","0","0","0","0","0","2"
"Presidential Electors","Rapides","00","N12","83","0","3","330","3","1","0","1","0","0","1"
"Presidential Electors","Rapides","00","N13A","42","2","1","165","0","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","N13B","63","0","2","232","0","1","0","1","0","0","1"
"Presidential Electors","Rapides","00","N14A","19","0","0","66","4","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","N14B","11","0","0","55","0","0","1","0","1","0","0"
"Presidential Electors","Rapides","00","N15","35","1","1","187","0","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","N16","28","0","0","201","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","N17","18","1","0","255","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","N18A","79","3","4","415","0","0","1","0","1","1","0"
"Presidential Electors","Rapides","00","N18B","53","1","3","396","0","0","0","0","0","0","1"
"Presidential Electors","Rapides","00","N19 AK","48","1","2","290","0","0","1","0","0","0","1"
"Presidential Electors","Rapides","00","N19 LZ","42","4","1","263","0","0","0","1","0","1","0"
"Presidential Electors","Rapides","00","N20 AK","44","1","7","300","0","1","0","1","0","0","1"
"Presidential Electors","Rapides","00","N20 LZ","31","1","0","286","1","0","0","0","0","0","1"
"Presidential Electors","Rapides","00","N21","31","0","0","143","0","0","0","0","0","0","0"
"Presidential Electors","Rapides","00","N22","16","0","1","206","0","0","1","0","0","0","1"
